iter	Passed	Remaining
220	3298	11626
221	3314	11615
222	3328	11596
223	3339	11568
224	3350	11542
225	3364	11523
226	3377	11501
227	3389	11476
228	3402	11454
229	3413	11429
230	3426	11406
231	3437	11379
232	3448	11352
233	3461	11330
234	3472	11305
235	3483	11278
236	3494	11251
237	3507	11228
238	3517	11201
239	3529	11176
240	3541	11153
241	3552	11126
242	3562	11098
243	3576	11082
244	3589	11061
245	3602	11041
246	3616	11026
247	3628	11003
248	3640	10980
249	3652	10957
250	3665	10937
251	3676	10913
252	3689	10894
253	3700	10868
254	3712	10845
255	3722	10817
256	3733	10792
257	3743	10767
258	3754	10740
259	3764	10715
260	3775	10691
261	3786	10665
262	3797	10640
263	3807	10614
264	3817	10588
265	3829	10566
266	3839	10540
267	3849	10515
268	3861	10494
269	3871	10468
270	3882	10443
271	3894	10422
272	3904	10398
273	3915	10374
274	3927	10353
275	3938	10332
276	3949	10308
277	3960	10286
278	3972	10265
279	3982	10240
280	3993	10217
281	4002	10191
282	4013	10167
283	4024	10146
284	4033	10120
285	4044	10097
286	4055	10075
287	4065	10049
288	4075	10026
289	4086	10005
290	4097	9983
291	4109	9965
292	4123	9949
293	4132	9922
294	4141	9898
295	4150	9872
296	4160	9847
297	4170	9823
298	4179	9797
299	4190	9776
300	4199	9752
301	4209	9728
302	4220	9707
303	4229	9684
304	4239	9661
305	4250	9639
306	4259	9615
307	4270	9595
308	4280	9573
309	4290	9550
310	4301	9529
311	4310	9505
312	4321	9484
313	4330	9461
314	4341	9441
315	4352	9421
316	4361	9396
317	4371	9375
318	4381	9353
319	4390	9329
320	4401	9310
321	4410	9285
322	4420	9265
323	4431	9245
324	4441	9225
325	4453	9207
326	4464	9187
327	4474	9167
328	4485	9147
329	4495	9126
330	4505	9105
331	4516	9086
332	4525	9065
333	4536	9044
334	4548	9029
335	4558	9008
336	4568	8988
337	4578	8968
338	4588	8946
339	4598	8926
340	4608	8905
341	4617	8884
342	4628	8865
343	4638	8845
344	4649	8826
345	4658	8805
346	4669	8786
347	4679	8768
348	4689	8746
349	4699	8726
350	4708	8705
351	4718	8685
352	4728	8667
353	4738	8647
354	4749	8628
355	4759	8609
356	4768	8588
357	4779	8570
358	4789	8551
359	4798	8531
360	4808	8510
361	4820	8495
362	4831	8478
363	4842	8461
364	4852	8441
365	4862	8423
366	4872	8403
367	4881	8382
368	4890	8362
369	4899	8342
370	4909	8323
371	4918	8303
372	4928	8284
373	4937	8264
374	4946	8244
375	4956	8226
376	4966	8206
377	4976	8188
378	4985	8169
379	4995	8151
380	5006	8134
381	5015	8114
382	5026	8097
383	5035	8078
384	5045	8059
385	5056	8042
386	5065	8023
387	5075	8006
388	5085	7987
389	5095	7969
390	5106	7953
391	5115	7934
392	5125	7916
393	5135	7898
394	5145	7881
395	5156	7865
396	5165	7845
397	5175	7828
398	5185	7810
399	5194	7791
400	5205	7776
401	5215	7757
402	5224	7740
403	5235	7723
404	5244	7704
405	5254	7687
406	5263	7669
407	5273	7651
408	5283	7634
409	5293	7616
410	5303	7599
411	5312	7581
412	5322	7565
413	5333	7548
414	5342	7530
415	5353	7515
416	5362	7496
417	5372	7479
418	5381	7462
419	5391	7445
420	5401	7428
421	5410	7410
422	5420	7393
423	5429	7375
424	5438	7358
425	5449	7342
426	5458	7324
427	5468	7307
428	5477	7290
429	5487	7274
430	5496	7256
431	5505	7239
432	5516	7223
433	5525	7205
434	5536	7190
435	5546	7174
436	5555	7157
437	5566	7141
438	5575	7125
439	5585	7108
440	5596	7093
441	5605	7076
442	5616	7061
443	5625	7044
444	5635	7028
445	5646	7014
446	5656	6997
447	5666	6982
448	5676	6965
449	5685	6948
450	5695	6933
451	5704	6915
452	5714	6900
453	5724	6883
454	5733	6868
455	5745	6854
456	5754	6837
457	5764	6822
458	5774	6805
459	5783	6789
460	5794	6774
461	5803	6758
462	5814	6743
463	5823	6726
464	5832	6710
465	5843	6696
466	5852	6679
467	5862	6664
468	5872	6648
469	5881	6632
470	5891	6617
471	5900	6600
472	5911	6586
473	5921	6571
474	5930	6555
475	5940	6539
476	5950	6523
477	5960	6509
478	5969	6493
479	5980	6479
480	5992	6465
481	6001	6449
482	6011	6434
483	6021	6419
484	6030	6403
485	6041	6389
486	6050	6373
487	6060	6358
488	6069	6342
489	6079	6327
490	6089	6313
491	6099	6297
492	6108	6282
493	6117	6266
494	6126	6250
495	6137	6236
496	6146	6220
497	6157	6207
498	6166	6191
499	6177	6177
500	6189	6164
501	6199	6149
502	6210	6135
503	6220	6121
504	6231	6107
505	6241	6093
506	6252	6079
507	6261	6064
508	6271	6049
509	6280	6034
510	6290	6019
511	6299	6004
512	6309	5989
513	6319	5975
514	6328	5960
515	6338	5945
516	6347	5930
517	6356	5915
518	6367	5901
519	6376	5885
520	6386	5871
521	6396	5857
522	6405	5842
523	6415	5827
524	6424	5812
525	6434	5798
526	6444	5783
527	6453	5769
528	6462	5754
529	6472	5739
530	6481	5724
531	6491	5710
532	6501	5696
533	6510	5681
534	6519	5666
535	6529	5652
536	6539	5638
537	6549	5624
538	6558	5609
539	6568	5595
540	6577	5580
541	6588	5567
542	6599	5554
543	6609	5539
544	6618	5525
545	6632	5514
546	6644	5502
547	6655	5489
548	6667	5476
549	6680	5465
550	6693	5454
551	6705	5442
552	6717	5429
553	6729	5417
554	6742	5406
555	6755	5394
556	6768	5383
557	6781	5372
558	6795	5361
559	6807	5348
560	6822	5338
561	6834	5326
562	6849	5316
563	6861	5304
564	6872	5291
565	6884	5278
566	6896	5266
567	6907	5253
568	6918	5240
569	6930	5227
570	6941	5215
571	6952	5202
572	6964	5189
573	6977	5178
574	6987	5164
575	6998	5151
576	7010	5139
577	7021	5126
578	7032	5113
579	7043	5100
580	7055	5088
581	7067	5075
582	7080	5064
583	7092	5052
584	7103	5039
585	7114	5026
586	7127	5014
587	7139	5002
588	7149	4989
589	7161	4976
590	7172	4963
591	7182	4950
592	7193	4937
593	7206	4925
594	7217	4912
595	7228	4899
596	7240	4887
597	7253	4875
598	7264	4862
599	7274	4849
600	7286	4837
601	7295	4823
602	7306	4810
603	7317	4797
604	7326	4783
605	7337	4770
606	7347	4756
607	7357	4743
608	7367	4730
609	7377	4716
610	7389	4704
611	7398	4690
612	7408	4677
613	7419	4664
614	7428	4650
615	7438	4637
616	7448	4623
617	7458	4610
618	7469	4597
619	7478	4583
620	7488	4570
621	7499	4557
622	7508	4543
623	7519	4530
624	7530	4518
625	7540	4505
626	7551	4492
627	7562	4479
628	7572	4466
629	7582	4453
630	7592	4439
631	7602	4426
632	7612	4413
633	7622	4400
634	7634	4388
635	7643	4374
636	7654	4362
637	7665	4349
638	7675	4336
639	7685	4323
640	7696	4310
641	7706	4297
642	7716	4284
643	7726	4271
644	7736	4257
645	7747	4245
646	7756	4232
647	7767	4219
648	7777	4206
649	7788	4193
650	7800	4182
651	7811	4169
652	7821	4156
653	7833	4144
654	7846	4132
655	7857	4120
656	7867	4107
657	7878	4094
658	7887	4081
659	7897	4068
660	7907	4055
661	7917	4042
662	7927	4029
663	7937	4016
664	7948	4004
665	7958	3990
666	7967	3977
667	7978	3965
668	7987	3952
669	7997	3939
670	8007	3926
671	8016	3912
672	8027	3900
673	8036	3887
674	8046	3874
675	8057	3862
676	8067	3849
677	8078	3836
678	8089	3824
679	8101	3812
680	8112	3800
681	8124	3788
682	8134	3775
683	8145	3762
684	8154	3749
685	8164	3737
686	8175	3724
687	8185	3711
688	8194	3698
689	8206	3687
690	8219	3675
691	8230	3663
692	8241	3650
693	8250	3637
694	8261	3625
695	8272	3613
696	8282	3600
697	8292	3588
698	8302	3575
699	8312	3562
700	8323	3550
701	8333	3537
702	8343	3525
703	8354	3512
704	8364	3500
705	8374	3487
706	8384	3474
707	8394	3462
708	8405	3449
709	8414	3437
710	8425	3424
711	8436	3412
712	8446	3399
713	8458	3387
714	8469	3375
715	8478	3363
716	8489	3350
717	8499	3338
718	8509	3325
719	8522	3314
720	8532	3301
721	8555	3294
722	8565	3281
723	8575	3269
724	8586	3256
725	8597	3244
726	8607	3232
727	8618	3220
728	8627	3207
729	8638	3195
730	8650	3183
731	8660	3170
732	8687	3164
733	8697	3151
734	8707	3139
735	8719	3127
736	8729	3115
737	8739	3102
738	8750	3090
739	8760	3077
740	8771	3065
741	8782	3053
742	8791	3041
743	8803	3029
744	8814	3017
745	8826	3005
746	8852	2998
747	8863	2986
748	8873	2973
749	8883	2961
750	8894	2949
751	8904	2936
752	8915	2924
753	8925	2912
754	8936	2899
755	8947	2887
756	8958	2875
757	8969	2863
758	8980	2851
759	8990	2839
760	9002	2827
761	9013	2815
762	9024	2803
763	9035	2790
764	9046	2778
765	9057	2766
766	9067	2754
767	9078	2742
768	9088	2730
769	9101	2718
770	9111	2706
771	9120	2693
772	9130	2681
773	9139	2668
774	9148	2655
775	9158	2643
776	9167	2631
777	9177	2618
778	9185	2606
779	9196	2593
780	9206	2581
781	9216	2569
782	9227	2557
783	9236	2544
784	9246	2532
785	9257	2520
786	9266	2507
787	9277	2495
788	9286	2483
789	9296	2471
790	9306	2458
791	9314	2446
792	9325	2434
793	9334	2421
794	9344	2409
795	9354	2397
796	9363	2384
797	9374	2372
798	9383	2360
799	9393	2348
800	9402	2336
801	9412	2323
802	9422	2311
803	9431	2299
804	9442	2287
805	9451	2274
806	9460	2262
807	9470	2250
808	9480	2238
809	9492	2226
810	9506	2215
811	9516	2203
812	9525	2191
813	9536	2179
814	9545	2166
815	9555	2154
816	9565	2142
817	9575	2130
818	9585	2118
819	9594	2106
820	9606	2094
821	9615	2082
822	9624	2069
823	9634	2057
824	9643	2045
825	9653	2033
826	9662	2021
827	9672	2009
828	9681	1997
829	9691	1984
830	9701	1973
831	9710	1960
832	9720	1948
833	9730	1936
834	9739	1924
835	9750	1912
836	9760	1900
837	9771	1888
838	9780	1876
839	9790	1864
840	9801	1853
841	9810	1840
842	9821	1829
843	9833	1817
844	9844	1805
845	9853	1793
846	9863	1781
847	9872	1769
848	9882	1757
849	9891	1745
850	9901	1733
851	9910	1721
852	9920	1709
853	9930	1697
854	9939	1685
855	9950	1673
856	9959	1661
857	9968	1649
858	9977	1637
859	9986	1625
860	9998	1614
861	10007	1602
862	10016	1590
863	10026	1578
864	10036	1566
865	10046	1554
866	10055	1542
867	10066	1530
868	10075	1518
869	10086	1507
870	10095	1495
871	10104	1483
872	10115	1471
873	10124	1459
874	10134	1447
875	10144	1436
876	10153	1424
877	10164	1412
878	10174	1400
879	10183	1388
880	10193	1376
881	10202	1364
882	10212	1353
883	10221	1341
884	10231	1329
885	10242	1317
886	10251	1306
887	10262	1294
888	10273	1282
889	10282	1270
890	10293	1259
891	10302	1247
892	10312	1235
893	10321	1223
894	10334	1212
895	10347	1201
896	10361	1189
897	10375	1178
898	10385	1166
899	10394	1154
900	10403	1143
901	10414	1131
902	10425	1119
903	10434	1108
904	10444	1096
905	10453	1084
906	10462	1072
907	10472	1061
908	10481	1049
909	10491	1037
910	10504	1026
911	10514	1014
912	10527	1003
913	10539	991
914	10548	979
915	10559	968
916	10575	957
917	10587	945
918	10600	934
919	10613	922
920	10629	911
921	10645	900
922	10658	889
923	10671	877
924	10682	866
925	10694	854
926	10706	843
927	10717	831
928	10726	819
929	10737	808
930	10746	796
931	10758	784
932	10769	773
933	10779	761
934	10788	750
935	10798	738
936	10808	726
937	10819	715
938	10828	703
939	10839	691
940	10849	680
941	10858	668
942	10870	657
943	10880	645
944	10890	633
945	10900	622
946	10910	610
947	10920	599
948	10930	587
949	10939	575
950	10951	564
951	10960	552
952	10969	541
953	10979	529
954	10988	517
955	11001	506
956	11013	494
957	11023	483
958	11035	471
959	11047	460
960	11058	448
961	11068	437
962	11078	425
963	11088	414
964	11100	402
965	11111	391
966	11121	379
967	11132	368
968	11141	356
969	11152	344
970	11162	333
971	11171	321
972	11183	310
973	11192	298
974	11202	287
975	11212	275
976	11221	264
977	11232	252
978	11241	241
979	11251	229
980	11262	218
981	11271	206
982	11285	195
983	11297	183
984	11310	172
985	11324	160
986	11336	149
987	11349	137
988	11363	126
989	11374	114
990	11387	103
991	11400	91
992	11412	80
993	11421	68
994	11432	57
995	11443	45
996	11452	34
997	11464	22
998	11474	11
999	11484	0
